"ISO_3_CODE","COUNTRYNAME","WHO_REGION","UNICEF_REGION","COVAX_STATUS","DEVELOPMENT_STATUS","WBINCOME_SHORT_STATUS","WBINCOME_LONG_STATUS","WHOMEMBER","WHO_LEGAL_STATUS_TITLE","DATE","YEAR","MONTH","MONTH_DESCRIPTION","DATA_SOURCE","DATA_SOURCE_DESCRIPTION","TARGET_GROUP","TARGET_GROUP_DESCRIPTION","NUMBER_TARGET","N_VACC_DOSE1","N_VACC_LAST_DOSE","N_VACC_BOOSTER_DOSE","N_VACC_UNKNOWN","PARTIALLY_VACCINATED","NOT_VACCINATED","COMMENTS"
"CAN","Canada","AMR","Dev","Self-financing","Developed economy","High income","High income","Member","Member State","2022-07",2022,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","OLDER_60","Older people (aged 60 years or over)",9688874,9486542,9347326,8052734,0,139216,202332,NA
"CHE","Switzerland","EUR","Dev","Self-financing","Developed economy","High income","High income","Member","Member State","2021-12",2021,12,"12-December","TESSY","COVID-19 vaccination uptake data coming from TESSy","RES_LONG_TERM","Residents of long-term care facilities (LTCFs)",162695,109646,103988,NA,0,5658,53049,NA
"CHE","Switzerland","EUR","Dev","Self-financing","Developed economy","High income","High income","Member","Member State","2022-04",2022,4,"04-April","TESSY","COVID-19 vaccination uptake data coming from TESSy","HW","Health  and care workers",NA,478531,445017,0,0,33514,NA,NA
"CHE","Switzerland","EUR","Dev","Self-financing","Developed economy","High income","High income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","OLDER_60","Older people (aged 60 years or over)",2207653,1953706,1891793,2193417,0,61913,253947,NA
"CHL","Chile","AMR","LACRO","Self-financing","Developing","High income","High income","Member","Member State","2021-03",2021,3,"03-March","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY","People with co- morbidity",1533857,1524617,NA,NA,NA,1524617,9240,NA
"CHL","Chile","AMR","LACRO","Self-financing","Developing","High income","High income","Member","Member State","2021-12",2021,12,"12-December","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","RES_LONG_TERM","Residents of long-term care facilities (LTCFs)",NA,114077,106066,63875,NA,8011,NA,NA
"CHL","Chile","AMR","LACRO","Self-financing","Developing","High income","High income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY_ADULTS","Adults with co-morbidity",NA,1810775,1718883,203070,NA,91892,NA,"la reducción en las dosis de refuerzo se debe  a que se priorizaron solo al comienzo de estas vacunaciones "
"CHL","Chile","AMR","LACRO","Self-financing","Developing","High income","High income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","HW","Health  and care workers",NA,715500,703527,262569,NA,11973,NA,NA
"CHL","Chile","AMR","LACRO","Self-financing","Developing","High income","High income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","IMMUNOCOMPROMISED","Immunocompromised persons",NA,19573,18155,142026,NA,1418,NA,"esta categoría estaba dentro del concepto ""crónicos"" en las dos primeras vacunaciones, lo que explica la diferencia respecto a los refuerzos."
"CHL","Chile","AMR","LACRO","Self-financing","Developing","High income","High income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","OLDER_60","Older people (aged 60 years or over)",3598554,3266133,3258040,3208473,NA,8093,332421,NA
"CHL","Chile","AMR","LACRO","Self-financing","Developing","High income","High income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","PW","Pregnant Women",NA,50858,37707,14270,NA,13151,NA,"En los refuerzos se autorizó la vacunación  a toda la población, según grupo etario, desde un inicio."
"CHL","Chile","AMR","LACRO","Self-financing","Developing","High income","High income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","TEACHERS","Teachers and other essential  workers",NA,1711015,1691181,176582,NA,19834,NA,"Ídem caso anterior."
"CHN","China","WPR","EAPRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-11",2022,11,"11-November","WPR","COVID-19 vaccination data coming from WPR worksheet","HW","Health  and care workers",NA,12801250,12801250,NA,NA,0,NA,NA
"CHN","China","WPR","EAPRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-11",2022,11,"11-November","WPR","COVID-19 vaccination data coming from WPR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,221230000,211760000,NA,NA,9470000,NA,NA
"CIV","Côte d'Ivoire","AFR","WCARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2021-10",2021,10,"10-October","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","REFUGEES","refugees or Displaced population",0,NA,NA,NA,NA,NA,NA,NA
"CIV","Côte d'Ivoire","AFR","WCARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-01",2022,1,"01-January","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY_ADULTS","Adults with co-morbidity",1606885,171976,85733,0,0,86243,1434909,"La cible est une estimation"
"CIV","Côte d'Ivoire","AFR","WCARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","CO_MORBIDITY","People with co- morbidity",NA,204551,135403,NA,NA,69148,NA,NA
"CIV","Côte d'Ivoire","AFR","WCARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","HW","Health  and care workers",NA,73559,43181,6076,NA,30378,NA,NA
"CIV","Côte d'Ivoire","AFR","WCARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,2876200,2876200,NA,NA,0,NA,NA
"CMR","Cameroon","AFR","WCARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","CO_MORBIDITY","People with co- morbidity",NA,337881,220384,NA,NA,117497,NA,NA
"CMR","Cameroon","AFR","WCARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","HW","Health  and care workers",NA,99463,74758,5846,NA,24705,NA,NA
"CMR","Cameroon","AFR","WCARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,419531,334323,NA,NA,85208,NA,NA
"CMR","Cameroon","AFR","WCARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","REFUGEES","refugees or Displaced population",NA,28733,7246,NA,NA,21487,NA,NA
"COD","Democratic Republic of the Congo","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-10",2022,10,"10-October","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,1245438,889578,NA,NA,355860,NA,NA
"COD","Democratic Republic of the Congo","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","CO_MORBIDITY","People with co- morbidity",NA,265621,208648,NA,NA,56973,NA,NA
"COD","Democratic Republic of the Congo","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","HW","Health  and care workers",NA,299470,190837,NA,NA,108633,NA,NA
"COK","Cook Islands","WPR","EAPRO","No","Developing","NA",NA,"Member","Member State","2022-11",2022,11,"11-November","WPR","COVID-19 vaccination data coming from WPR worksheet","HW","Health  and care workers",NA,324,324,NA,NA,0,NA,NA
"COK","Cook Islands","WPR","EAPRO","No","Developing","NA",NA,"Member","Member State","2022-11",2022,11,"11-November","WPR","COVID-19 vaccination data coming from WPR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,332,332,NA,NA,0,NA,NA
"COL","Colombia","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2021-07",2021,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY","People with co- morbidity",5334153,1740530,1105468,NA,NA,635062,3593623,"Población de 16 a 49 años. Fuente: Consolidado reporte rápido diario"
"COL","Colombia","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2021-07",2021,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","RES_LONG_TERM","Residents of long-term care facilities (LTCFs)",NA,12122,5477,NA,NA,6645,NA,"Talento humano que se desempeña en los servicios sociales para la atención de población. Fuente: Consolidado reporte rápido diario."
"COL","Colombia","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","DISADVANTAGED","Disadvantaged sociodemographic subpopulations at higher risk of severe COVID-19",NA,643342,420536,NA,NA,222806,NA,"Fuente: Registro de reporte diario de dosis aplicadas del MSPS fecha de corte a 28 de junio 2022. Datos preliminares"
"COL","Colombia","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY_ADULTS","Adults with co-morbidity",7041490,3864982,3594436,1829303,NA,270546,3176508,"Fuente: Bodega de datos SISPRO, Cubo PAIWEB, MSPS. Consultado: 1 de octubre de 2022 con corte a 30 de septiembre de 2022, rezago de total 20%."
"COL","Colombia","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","HW","Health  and care workers",1066077,NA,NA,NA,NA,NA,NA,NA
"COL","Colombia","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","OLDER_60","Older people (aged 60 years or over)",12071487,6762251,6286971,3193173,NA,475280,5309236,NA
"COL","Colombia","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","PW","Pregnant Women",497549,NA,NA,NA,NA,NA,NA,"Desde el mes de julio 2022 , de acuerdo a la dinamica de la población de gestantes, no se dio continuidad al seguimiento de esta cohorte."
"COM","Comoros","AFR","ESARO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2021-11",2021,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","REFUGEES","refugees or Displaced population",0,0,0,0,NA,0,NA,NA
"COM","Comoros","AFR","ESARO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","CO_MORBIDITY","People with co- morbidity",NA,25609,17491,NA,NA,8118,NA,NA
"COM","Comoros","AFR","ESARO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","HW","Health  and care workers",NA,3206,2783,NA,NA,423,NA,NA
"COM","Comoros","AFR","ESARO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,7672,6819,NA,NA,853,NA,NA
"CPV","Cabo Verde","AFR","WCARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","CO_MORBIDITY","People with co- morbidity",NA,16074,15075,NA,NA,999,NA,NA
"CPV","Cabo Verde","AFR","WCARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","HW","Health  and care workers",NA,8326,7905,NA,NA,421,NA,NA
"CPV","Cabo Verde","AFR","WCARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,44154,40703,NA,NA,3451,NA,NA
"CRI","Costa Rica","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2021-07",2021,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY","People with co- morbidity",1565000,1618247,641129,NA,NA,977118,-53247,"Población objetivo definida por el MS en rango de 12-57 años"
"CRI","Costa Rica","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-05",2022,5,"05-May","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","OLDER_60","Older people (aged 60 years or over)",711629,688509,683152,573439,NA,5357,23120,NA
"CRI","Costa Rica","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","DISADVANTAGED","Disadvantaged sociodemographic subpopulations at higher risk of severe COVID-19",NA,35487,30937,11733,NA,4550,NA,"Población indígena"
"CRI","Costa Rica","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","HW","Health  and care workers",110000,217866,202873,150538,NA,14993,-107866,"A lo largo de la pandemia el MS ha incluido a diferentes grupos como personal de primera respuesta por lo que se ha modificado la cantidad de población meta según lo ha establecido el MS"
"CYM","Cayman Islands","AMR",NA,NA,"Developing","High income","High income","Reporting entity","Territory or Area","2022-07",2022,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","OLDER_60","Older people (aged 60 years or over)",NA,10291,4223,4543,23,6068,NA,NA
