"ISO_3_CODE","COUNTRYNAME","WHO_REGION","UNICEF_REGION","COVAX_STATUS","DEVELOPMENT_STATUS","WBINCOME_SHORT_STATUS","WBINCOME_LONG_STATUS","WHOMEMBER","WHO_LEGAL_STATUS_TITLE","DATE","YEAR","MONTH","MONTH_DESCRIPTION","DATA_SOURCE","DATA_SOURCE_DESCRIPTION","TARGET_GROUP","TARGET_GROUP_DESCRIPTION","NUMBER_TARGET","N_VACC_DOSE1","N_VACC_LAST_DOSE","N_VACC_BOOSTER_DOSE","N_VACC_UNKNOWN","PARTIALLY_VACCINATED","NOT_VACCINATED","COMMENTS"
"CAF","Central African Republic","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-10",2022,10,"10-October","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","HW","Health  and care workers",NA,53654,95537,NA,NA,-41883,NA,NA
"CAN","Canada","AMR","Dev","Self-financing","Developed economy","High income","High income","Member","Member State","2022-07",2022,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","OLDER_60","Older people (aged 60 years or over)",9688874,9486542,9347326,8052734,0,139216,202332,NA
"CHE","Switzerland","EUR","Dev","Self-financing","Developed economy","High income","High income","Member","Member State","2021-12",2021,12,"12-December","TESSY","COVID-19 vaccination uptake data coming from TESSy","RES_LONG_TERM","Residents of long-term care facilities (LTCFs)",162695,109646,103988,NA,0,5658,53049,NA
"CHE","Switzerland","EUR","Dev","Self-financing","Developed economy","High income","High income","Member","Member State","2022-04",2022,4,"04-April","TESSY","COVID-19 vaccination uptake data coming from TESSy","HW","Health  and care workers",NA,478531,445017,0,0,33514,NA,NA
"CHE","Switzerland","EUR","Dev","Self-financing","Developed economy","High income","High income","Member","Member State","2022-09",2022,9,"09-September","TESSY","COVID-19 vaccination uptake data coming from TESSy","OLDER_60","Older people (aged 60 years or over)",2162049,1953259,1891224,1810473,0,62035,208790,NA
"CHL","Chile","AMR","LACRO","Self-financing","Developing","High income","High income","Member","Member State","2021-03",2021,3,"03-March","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY","People with co- morbidity",1533857,1524617,NA,NA,NA,1524617,9240,NA
"CHL","Chile","AMR","LACRO","Self-financing","Developing","High income","High income","Member","Member State","2021-12",2021,12,"12-December","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","RES_LONG_TERM","Residents of long-term care facilities (LTCFs)",NA,114077,106066,63875,NA,8011,NA,NA
"CHL","Chile","AMR","LACRO","Self-financing","Developing","High income","High income","Member","Member State","2022-08",2022,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY_ADULTS","Adults with co-morbidity",NA,1810740,1718821,202745,NA,91919,NA,"para el refuerzo, no se solicitó priorizar a los crónicos en general"
"CHL","Chile","AMR","LACRO","Self-financing","Developing","High income","High income","Member","Member State","2022-08",2022,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","HW","Health  and care workers",NA,715485,703504,262526,NA,11981,NA,"Comentario general para el punto 3.1.5: Los criterios de elegibilidad señalados en este punto, fueron definidos fundamentalmente como criterios de prioridad para el esquema primario, debido a las limitaciones impuestas por la llegada de vacunas al país."
"CHL","Chile","AMR","LACRO","Self-financing","Developing","High income","High income","Member","Member State","2022-08",2022,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","IMMUNOCOMPROMISED","Immunocompromised persons",NA,19558,18138,142032,NA,1420,NA,"este grupo se definió cuando la vacunación estaba muy avanzada, por lo que la mayoría de ellos, en las primeras dos dosis, quedaron registrados dentro del grupo de crónicos"
"CHL","Chile","AMR","LACRO","Self-financing","Developing","High income","High income","Member","Member State","2022-08",2022,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","OLDER_60","Older people (aged 60 years or over)",3598554,3266036,3257860,3207840,2879688,8176,332518,NA
"CHL","Chile","AMR","LACRO","Self-financing","Developing","High income","High income","Member","Member State","2022-08",2022,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","PW","Pregnant Women",NA,50839,37690,14189,NA,13149,NA,"la diferencia entre el número de registros en esquema primario versus los refuerzos, debido a la latencia de tiempo exigido entre dosis, la mayoría de las embarazadas iniciales ya no lo son cuando les corresponde los refuerzos. "
"CHL","Chile","AMR","LACRO","Self-financing","Developing","High income","High income","Member","Member State","2022-08",2022,8,"08-August","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","TEACHERS","Teachers and other essential  workers",NA,1710629,1690716,175733,NA,19913,NA,"no se exigió su identificación par los refuerzos."
"CHN","China","WPR","EAPRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-10",2022,10,"10-October","WPR","COVID-19 vaccination data coming from WPR worksheet","HW","Health  and care workers",NA,12801250,12801250,NA,NA,0,NA,NA
"CHN","China","WPR","EAPRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-10",2022,10,"10-October","WPR","COVID-19 vaccination data coming from WPR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,221230000,211760000,NA,NA,9470000,NA,NA
"CIV","Côte d'Ivoire","AFR","WCARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2021-10",2021,10,"10-October","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","REFUGEES","refugees or Displaced population",0,NA,NA,NA,NA,NA,NA,NA
"CIV","Côte d'Ivoire","AFR","WCARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-01",2022,1,"01-January","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY_ADULTS","Adults with co-morbidity",1606885,171976,85733,0,0,86243,1434909,"La cible est une estimation"
"CIV","Côte d'Ivoire","AFR","WCARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-03",2022,3,"03-March","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,1813590,1235221,NA,NA,578369,NA,NA
"CIV","Côte d'Ivoire","AFR","WCARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-10",2022,10,"10-October","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","CO_MORBIDITY","People with co- morbidity",NA,191908,114089,NA,NA,77819,NA,NA
"CIV","Côte d'Ivoire","AFR","WCARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-10",2022,10,"10-October","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","HW","Health  and care workers",NA,65041,33470,NA,NA,31571,NA,NA
"CMR","Cameroon","AFR","WCARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-10",2022,10,"10-October","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","CO_MORBIDITY","People with co- morbidity",NA,332538,220299,NA,NA,112239,NA,NA
"CMR","Cameroon","AFR","WCARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-10",2022,10,"10-October","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","HW","Health  and care workers",NA,98320,74757,NA,NA,23563,NA,NA
"CMR","Cameroon","AFR","WCARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-10",2022,10,"10-October","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,411579,333919,NA,NA,77660,NA,NA
"CMR","Cameroon","AFR","WCARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-10",2022,10,"10-October","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","REFUGEES","refugees or Displaced population",NA,27628,7246,NA,NA,20382,NA,NA
"COD","Democratic Republic of the Congo","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-10",2022,10,"10-October","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","CO_MORBIDITY","People with co- morbidity",NA,265621,208648,NA,NA,56973,NA,NA
"COD","Democratic Republic of the Congo","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-10",2022,10,"10-October","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","HW","Health  and care workers",NA,297895,190837,NA,NA,107058,NA,NA
"COD","Democratic Republic of the Congo","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-10",2022,10,"10-October","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,326226,8941,NA,NA,317285,NA,NA
"COK","Cook Islands","WPR","EAPRO","No","Developing","NA",NA,"Member","Member State","2022-10",2022,10,"10-October","WPR","COVID-19 vaccination data coming from WPR worksheet","HW","Health  and care workers",NA,324,324,NA,NA,0,NA,NA
"COK","Cook Islands","WPR","EAPRO","No","Developing","NA",NA,"Member","Member State","2022-10",2022,10,"10-October","WPR","COVID-19 vaccination data coming from WPR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,332,332,NA,NA,0,NA,NA
"COL","Colombia","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2021-07",2021,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY","People with co- morbidity",5334153,1740530,1105468,NA,NA,635062,3593623,"Población de 16 a 49 años. Fuente: Consolidado reporte rápido diario"
"COL","Colombia","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2021-07",2021,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","RES_LONG_TERM","Residents of long-term care facilities (LTCFs)",NA,12122,5477,NA,NA,6645,NA,"Talento humano que se desempeña en los servicios sociales para la atención de población. Fuente: Consolidado reporte rápido diario."
"COL","Colombia","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-06",2022,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","DISADVANTAGED","Disadvantaged sociodemographic subpopulations at higher risk of severe COVID-19",NA,643342,420536,NA,NA,222806,NA,"Fuente: Registro de reporte diario de dosis aplicadas del MSPS fecha de corte a 28 de junio 2022. Datos preliminares"
"COL","Colombia","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-07",2022,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY_ADULTS","Adults with co-morbidity",7041490,3852793,3570350,1756951,NA,282443,3188697,"Fuente: Bodega de datos SISPRO_Cubo PAIWEB, MSPS. Consultado: 28 agosto/2022 con corte a 30 de julio 2022, rezago de total 24%."
"COL","Colombia","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-07",2022,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","HW","Health  and care workers",1066077,1086569,1002169,531576,NA,84400,-20492,"Fuente: Bodega de datos SISPRO_Cubo PAIWEB, MSPS. Consultado: 28/agosto/2022 con corte a 30 de julio 2022, rezago de total 24%."
"COL","Colombia","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-07",2022,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","OLDER_60","Older people (aged 60 years or over)",12071487,6604263,6094574,2759043,NA,509689,5467224,NA
"COL","Colombia","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-07",2022,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","PW","Pregnant Women",497549,NA,NA,NA,NA,NA,NA,"Desde el mes de julio 2022 , de acuerdo a la dinamica de la población de gestantes, no se dio continuidad al seguimiento de esta cohorte "
"COM","Comoros","AFR","ESARO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2021-11",2021,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","REFUGEES","refugees or Displaced population",0,0,0,0,NA,0,NA,NA
"COM","Comoros","AFR","ESARO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-10",2022,10,"10-October","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","CO_MORBIDITY","People with co- morbidity",NA,25609,17491,NA,NA,8118,NA,NA
"COM","Comoros","AFR","ESARO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-10",2022,10,"10-October","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","HW","Health  and care workers",NA,3206,2783,NA,NA,423,NA,NA
"COM","Comoros","AFR","ESARO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-10",2022,10,"10-October","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,7672,6819,NA,NA,853,NA,NA
"CPV","Cabo Verde","AFR","WCARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-10",2022,10,"10-October","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","CO_MORBIDITY","People with co- morbidity",NA,16074,15075,NA,NA,999,NA,NA
"CPV","Cabo Verde","AFR","WCARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-10",2022,10,"10-October","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","HW","Health  and care workers",NA,8326,7905,NA,NA,421,NA,NA
"CPV","Cabo Verde","AFR","WCARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-10",2022,10,"10-October","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,44154,40703,NA,NA,3451,NA,NA
"CRI","Costa Rica","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2021-07",2021,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY","People with co- morbidity",1565000,1618247,641129,NA,NA,977118,-53247,"Población objetivo definida por el MS en rango de 12-57 años"
"CRI","Costa Rica","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-05",2022,5,"05-May","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","OLDER_60","Older people (aged 60 years or over)",711629,688509,683152,573439,NA,5357,23120,NA
